,Proxy,area_name_en,area_lat,area_lon,nRecords,Average Meter Sale Price
0,Al Barshaa South Third,Al Barsha First,25.10849909,55.1923845,206,12726.925
1,Al Barshaa South Third,Al Barsha South Fifth,25.04291825,55.18747333,9362,15069.45
2,Al Barshaa South Third,Al Barsha South Fourth,25.05936493,55.21207713,58811,12840.47
3,Al Barshaa South Third,Al Barshaa South Second,25.07190314,55.23227541,8717,16375.4
4,Al Barshaa South Third,Al Barshaa South Third,25.06209482,55.23443163,16965,13090.53
5,Al Barshaa South Third,Al Goze Fourth,25.15204218,55.2538392,865,6638.2
6,Al Barshaa South Third,Al Hebiah Fifth,25.00242864,55.24042905,5077,10277.95
7,Al Barshaa South Third,Al Hebiah First,25.04998492,55.23894687,9715,18694.42
8,Al Barshaa South Third,Al Hebiah Fourth,25.03502194,55.21354639,11111,8930.83
9,Al Barshaa South Third,Al Hebiah Second,25.03836176,55.24784173,3362,14220.73
10,Al Barshaa South Third,Al Hebiah Sixth,25.02119178,55.26280555,219,11331.85
11,Al Barshaa South Third,Al Hebiah Third,25.02147288,55.26216265,6371,13017.05
12,Al Barshaa South Third,Al Yelayiss 2,24.99404911,55.29142486,9404,12079.985
13,Al Barshaa South Third,Hadaeq Sheikh Mohammed Bin Rashid,25.1053253,55.26733804,21390,21963.785
14,Al Barshaa South Third,Madinat Hind 4,24.9981931,55.37157657,2297,12609.46
15,Al Barshaa South Third,Saih Shuaib 2,24.87549227,55.05686863,1186,14585.33
16,Al Barshaa South Third,Wadi Al Safa 2,25.10606176,55.36153117,3729,10285.81
17,Al Barshaa South Third,Wadi Al Safa 3,25.11569338,55.32337167,7983,13079.09
18,Al Barshaa South Third,Wadi Al Safa 4,25.07281915,55.31302736,3743,19248.5
19,Al Barshaa South Third,Wadi Al Safa 5,25.08232101,55.36365192,16975,12378.5
20,Al Barshaa South Third,Wadi Al Safa 7,25.04253774,55.28449984,1481,9010.19
21,Business Bay,Al Safouh First,25.12303578,55.1792713,494,12593.67
22,Business Bay,Al Safouh Second,25.10001893,55.16360094,1418,29036.370000000003
23,Business Bay,Al Satwa,25.21992155,55.2742099,1445,22077.76
24,Business Bay,Al Wasl,25.19685113,55.25356365,7869,25911.25
25,Business Bay,Trade Center First,25.21780805,55.27795394,361,39404.0
26,Business Bay,Trade Center Second,25.21364395,55.28021207,955,49207.69
27,Business Bay,Zaabeel First,25.2229504,55.30536808,2100,29391.29
28,Business Bay,Zaabeel Second,25.1988826,55.29829935,2640,26162.125
29,Madinat Dubai Almelaheyah,Al Kifaf,25.23424657,55.29696777,3798,19145.715
30,Madinat Dubai Almelaheyah,Al Thanyah Fifth,25.051959,55.15578,19364,13901.19
31,Madinat Dubai Almelaheyah,Al Thanyah First,25.0987035,55.1725124,650,10088.97
32,Madinat Dubai Almelaheyah,Al Thanyah Third,25.094255,55.161612,5587,13544.34
33,Madinat Dubai Almelaheyah,Bukadra,25.1770677,55.3250371,7922,25994.85
34,Madinat Dubai Almelaheyah,Madinat Dubai Almelaheyah,25.266914,55.266119,11527,26447.26
35,Madinat Dubai Almelaheyah,Rega Al Buteen,25.25944987,55.31737608,51,7580.17
36,Madinat Dubai Almelaheyah,Um Hurair Second,25.23840744,55.32760641,39,17081.8
37,Marsa Dubai,Island 2,25.1985959,55.2240363,245,79745.99
38,Marsa Dubai,Jumeirah First,25.2249316,55.2584809,1982,25339.699999999997
39,Marsa Dubai,Jumeirah Second,25.2075147,55.2394827,325,65713.03
40,Marsa Dubai,Marsa Dubai,25.09547176,55.13076456,42071,21140.37
41,Marsa Dubai,Palm Deira,25.33227698,55.2704399,5014,25220.065
42,Marsa Dubai,Palm Jumeirah,25.1193271,55.1317401,10855,23034.4
43,Marsa Dubai,Um Suqaim Third,25.14280454,55.18731602,3484,24502.635000000002
44,Me'Aisem First,Al Qusais Industrial Fourth,25.29346782,55.40008641,28,6945.48
45,Me'Aisem First,Dubai Investment Park First,24.99222384,55.16651934,1070,8918.895
46,Me'Aisem First,Dubai Investment Park Second,24.97551093,55.20975585,4248,15668.825
47,Me'Aisem First,Jabal Ali,25.01126,55.06116,3059,6860.47
48,Me'Aisem First,Jabal Ali First,25.03192836,55.14232708,15649,12488.28
49,Me'Aisem First,Jabal Ali Industrial Second,24.95823558,55.10601052,1894,13353.27
50,Me'Aisem First,Me'Aisem First,25.0177834,55.18312486,12156,11944.275000000001
51,Me'Aisem First,Ras Al Khor Industrial First,25.17775008,55.33622108,3147,23303.91
